work_id,author_id,author_display_name,author_orcid,author_position,is_corresponding,institution_id,institution_display_name,country_code
https://openalex.org/W4417296176,https://openalex.org/A5026282390,Yu Qian,https://orcid.org/0000-0001-8543-2774,middle,0,https://openalex.org/I121691239,Beihua University,CN
https://openalex.org/W4417296176,https://openalex.org/A5006915422,Yi Xie,,middle,0,https://openalex.org/I121691239,Beihua University,CN
https://openalex.org/W4417296176,https://openalex.org/A5072435378,Xinliang Zheng,https://orcid.org/0000-0002-2742-4116,middle,0,https://openalex.org/I121691239,Beihua University,CN
https://openalex.org/W4417296176,https://openalex.org/A5037427772,Xiaohui Yu,https://orcid.org/0000-0001-8880-2304,middle,0,https://openalex.org/I121691239,Beihua University,CN
https://openalex.org/W4417296176,https://openalex.org/A5101443056,Yunlong Zhao,https://orcid.org/0000-0001-5469-5694,last,0,https://openalex.org/I121691239,Beihua University,CN
https://openalex.org/W4417296996,https://openalex.org/A5064730933,Yingfu Li,,first,0,https://openalex.org/I184681353,Anhui University of Science and Technology,CN
https://openalex.org/W4417296996,https://openalex.org/A5101882415,Yao Yang,https://orcid.org/0000-0003-1770-1164,middle,0,https://openalex.org/I184681353,Anhui University of Science and Technology,CN
https://openalex.org/W4417296996,https://openalex.org/A5102767952,Tongtong Zhu,https://orcid.org/0000-0002-5481-6836,middle,0,https://openalex.org/I184681353,Anhui University of Science and Technology,CN
https://openalex.org/W4417296996,https://openalex.org/A5058774588,Fei Zeng,https://orcid.org/0000-0001-8735-8766,middle,0,https://openalex.org/I184681353,Anhui University of Science and Technology,CN
https://openalex.org/W4417296996,https://openalex.org/A5079719486,Guanfeng Chang,https://orcid.org/0000-0002-4891-3875,last,1,https://openalex.org/I184681353,Anhui University of Science and Technology,CN
https://openalex.org/W4417298247,https://openalex.org/A5055171523,Muhammad Waleed Khan,https://orcid.org/0000-0001-7532-0103,first,0,https://openalex.org/I162577319,The University of Texas at Dallas,US
https://openalex.org/W4417298247,https://openalex.org/A5055368770,Anye Zhou,https://orcid.org/0000-0003-0145-5579,middle,0,https://openalex.org/I1309980932,National Transportation Research Center,US
https://openalex.org/W4417298247,https://openalex.org/A5028171344,Adian Cook,https://orcid.org/0000-0001-6082-5395,middle,0,https://openalex.org/I1309980932,National Transportation Research Center,US
https://openalex.org/W4417298247,https://openalex.org/A5026456412,J.W. Beck,,middle,0,https://openalex.org/I1309980932,National Transportation Research Center,US
https://openalex.org/W4417298247,https://openalex.org/A5051772147,Tyler Summers,https://orcid.org/0000-0002-0113-8912,middle,0,https://openalex.org/I162577319,The University of Texas at Dallas,US
https://openalex.org/W4417298247,https://openalex.org/A5011151064,Qadeer Ahmed,https://orcid.org/0000-0002-4438-8663,middle,0,https://openalex.org/I52357470,The Ohio State University,US
https://openalex.org/W4417298247,https://openalex.org/A5033654223,Zejiang Wang,https://orcid.org/0000-0001-9422-4846,last,0,https://openalex.org/I162577319,The University of Texas at Dallas,US
https://openalex.org/W4417299174,https://openalex.org/A5100718510,Yutao Wang,https://orcid.org/0000-0001-8297-8579,first,0,https://openalex.org/I4400573270,Wenzhou University of Technology,
https://openalex.org/W4417299174,https://openalex.org/A5023674368,Haojie Xu,https://orcid.org/0000-0001-5480-3376,middle,0,https://openalex.org/I181326427,Donghua University,CN
https://openalex.org/W4417299174,https://openalex.org/A5100655742,Zhiheng Wang,https://orcid.org/0000-0001-7246-3643,middle,0,https://openalex.org/I181326427,Donghua University,CN
https://openalex.org/W4417299174,https://openalex.org/A5102790352,Kangmei Li,https://orcid.org/0000-0003-3883-8741,middle,0,https://openalex.org/I181326427,Donghua University,CN
https://openalex.org/W4417299174,https://openalex.org/A5101946215,Jun Hu,https://orcid.org/0000-0002-1119-204X,last,0,https://openalex.org/I181326427,Donghua University,CN
https://openalex.org/W4417321232,,Shubhi Shukla,,first,1,https://openalex.org/I876193797,Vellore Institute of Technology University,IN
https://openalex.org/W4417321232,,Vidushi Goel,,middle,0,https://openalex.org/I876193797,Vellore Institute of Technology University,IN
https://openalex.org/W4417321232,,C. Dhanamjayulu,,middle,0,https://openalex.org/I876193797,Vellore Institute of Technology University,IN
https://openalex.org/W4417321232,,Shubhi Shukla,,middle,0,,,
https://openalex.org/W4417321232,,Vidushi Goel,,middle,0,,,
https://openalex.org/W4417321232,,C. Dhanamjayulu,,last,0,,,
https://openalex.org/W4417321368,,Prashanth Rajanala,,first,1,https://openalex.org/I875944469,Koneru Lakshmaiah Education Foundation,IN
https://openalex.org/W4417321368,,Malligunta Kiran Kumar,,middle,0,https://openalex.org/I875944469,Koneru Lakshmaiah Education Foundation,IN
https://openalex.org/W4417321368,,K. V. Govardhan Rao,,middle,0,https://openalex.org/I4210130653,Guru Nanak Institutions,IN
https://openalex.org/W4417321368,,Ch. Rami Reddy,,middle,0,https://openalex.org/I2801452159,Vignana Jyothi Institute of Management,IN
https://openalex.org/W4417321368,,D. Ravi Kumar,,middle,0,https://openalex.org/I2801452159,Vignana Jyothi Institute of Management,IN
https://openalex.org/W4417321368,,A. Giri Prasad,,middle,0,https://openalex.org/I2801452159,Vignana Jyothi Institute of Management,IN
https://openalex.org/W4417321368,,Jamal Aldahmashi,,middle,0,https://openalex.org/I118590987,Northern Border University,SA
https://openalex.org/W4417321368,,Ahmed Emara,,middle,0,https://openalex.org/I4210165529,University of Business and Technology,SA
https://openalex.org/W4417321368,,Prashanth Rajanala,,middle,0,,,
https://openalex.org/W4417321368,,Malligunta Kiran Kumar,,middle,0,,,
https://openalex.org/W4417321368,,K. V. Govardhan Rao,,middle,0,,,
https://openalex.org/W4417321368,,Ch. Rami Reddy,,middle,0,,,
https://openalex.org/W4417321368,,D. Ravi Kumar,,middle,0,,,
https://openalex.org/W4417321368,,A. Giri Prasad,,middle,0,,,
https://openalex.org/W4417321368,,Jamal Aldahmashi,,middle,0,,,
https://openalex.org/W4417321368,,Ahmed Emara,,last,0,,,
https://openalex.org/W4417321538,,Pooja Sadalagi,,first,1,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W4417321538,,Rajashekhar Choudhari,,middle,0,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W4417321538,,Hanumesh Vaidya,,middle,0,https://openalex.org/I4031970,Sri Krishnadevaraya University,IN
https://openalex.org/W4417321538,,Manjunatha Gudekote,,middle,0,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W4417321538,,Kerehalli Vinayak Prasad,,middle,0,https://openalex.org/I4031970,Sri Krishnadevaraya University,IN
https://openalex.org/W4417321538,,Pooja Sadalagi,,middle,0,,,
https://openalex.org/W4417321538,,Rajashekhar Choudhari,,middle,0,,,
https://openalex.org/W4417321538,,Hanumesh Vaidya,,middle,0,,,
https://openalex.org/W4417321538,,Manjunatha Gudekote,,middle,0,,,
https://openalex.org/W4417321538,,Kerehalli Vinayak Prasad,,last,0,,,
https://openalex.org/W7114984451,,Shubhi Shukla,,first,1,https://openalex.org/I876193797,Vellore Institute of Technology University,IN
https://openalex.org/W7114984451,,Vidushi Goel,,middle,0,https://openalex.org/I876193797,Vellore Institute of Technology University,IN
https://openalex.org/W7114984451,,C. Dhanamjayulu,,middle,0,https://openalex.org/I876193797,Vellore Institute of Technology University,IN
https://openalex.org/W7114984451,,Shubhi Shukla,,middle,0,,,
https://openalex.org/W7114984451,,Vidushi Goel,,middle,0,,,
https://openalex.org/W7114984451,,C. Dhanamjayulu,,last,0,,,
https://openalex.org/W7114994264,,Pooja Sadalagi,,first,1,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W7114994264,,Rajashekhar Choudhari,,middle,0,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W7114994264,,Hanumesh Vaidya,,middle,0,https://openalex.org/I4210124025,Vijayanagara Sri Krishnadevaraya University,IN
https://openalex.org/W7114994264,,Manjunatha Gudekote,,middle,0,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W7114994264,,Kerehalli Vinayak Prasad,,middle,0,https://openalex.org/I4031970,Sri Krishnadevaraya University,IN
https://openalex.org/W7114994264,,Pooja Sadalagi,,middle,0,,,
https://openalex.org/W7114994264,,Rajashekhar Choudhari,,middle,0,,,
https://openalex.org/W7114994264,,Hanumesh Vaidya,,middle,0,,,
https://openalex.org/W7114994264,,Manjunatha Gudekote,,middle,0,,,
https://openalex.org/W7114994264,,Kerehalli Vinayak Prasad,,last,0,,,
https://openalex.org/W7115060239,,"Liu, Xintong",,first,1,https://openalex.org/I19820366,Chinese Academy of Sciences,CN
https://openalex.org/W7115060239,,"Feng, Yingchao",,middle,0,https://openalex.org/I4210137199,Aerospace Information Research Institute,CN
https://openalex.org/W7115060239,,"Diao, Wenhui",,middle,0,https://openalex.org/I4210137199,Aerospace Information Research Institute,CN
https://openalex.org/W7115060239,,"Sun, Xian",,middle,0,https://openalex.org/I19820366,Chinese Academy of Sciences,CN
https://openalex.org/W7115060239,,"Zhao, Hongrui",,last,0,https://openalex.org/I99065089,Tsinghua University,CN
https://openalex.org/W7115068680,,"Liu, Xintong",,first,1,https://openalex.org/I4210137199,Aerospace Information Research Institute,CN
https://openalex.org/W7115068680,,"Feng, Yingchao",,middle,0,https://openalex.org/I19820366,Chinese Academy of Sciences,CN
https://openalex.org/W7115068680,,"Diao, Wenhui",,middle,0,https://openalex.org/I4210137199,Aerospace Information Research Institute,CN
https://openalex.org/W7115068680,,"Sun, Xian",,middle,0,https://openalex.org/I19820366,Chinese Academy of Sciences,CN
https://openalex.org/W7115068680,,"Zhao, Hongrui",,last,0,https://openalex.org/I99065089,Tsinghua University,CN
https://openalex.org/W7115069602,,"Liu, Xintong",,first,1,https://openalex.org/I19820366,Chinese Academy of Sciences,CN
https://openalex.org/W7115069602,,"Feng, Yingchao",,middle,0,https://openalex.org/I19820366,Chinese Academy of Sciences,CN
https://openalex.org/W7115069602,,"Diao, Wenhui",,middle,0,https://openalex.org/I4210137199,Aerospace Information Research Institute,CN
https://openalex.org/W7115069602,,"Sun, Xian",,middle,0,https://openalex.org/I19820366,Chinese Academy of Sciences,CN
https://openalex.org/W7115069602,,"Zhao, Hongrui",,last,0,https://openalex.org/I99065089,Tsinghua University,CN
https://openalex.org/W7115069933,,"Nordén, Klara",,first,1,https://openalex.org/I20089843,Princeton University,US
https://openalex.org/W7115072320,,"Nordén, Klara",,first,1,https://openalex.org/I20089843,Princeton University,US
https://openalex.org/W4417260960,https://openalex.org/A5103077973,Yasser Fouad,https://orcid.org/0009-0001-2802-080X,first,1,https://openalex.org/I130009713,Suez University,EG
https://openalex.org/W4417260960,https://openalex.org/A5042388205,Safia Abbas,https://orcid.org/0000-0002-2873-2006,middle,0,https://openalex.org/I107720978,Ain Shams University,EG
https://openalex.org/W4417260960,https://openalex.org/A5060033388,Nada Ahmed,https://orcid.org/0000-0003-2387-1151,middle,0,https://openalex.org/I106778892,Princess Nourah bint Abdulrahman University,SA
https://openalex.org/W4417260960,https://openalex.org/A5029748157,A. Ghareeb,,middle,0,https://openalex.org/I130009713,Suez University,EG
https://openalex.org/W4417260960,https://openalex.org/A5117641818,Enas Selem,,last,0,https://openalex.org/I130009713,Suez University,EG
https://openalex.org/W4417266831,https://openalex.org/A5077979764,Naim Ben Ali,https://orcid.org/0000-0001-6739-679X,first,0,https://openalex.org/I4210088963,University of Ha'il,SA
https://openalex.org/W4417266831,https://openalex.org/A5030891077,Joy Djuansjah,https://orcid.org/0000-0001-8885-1886,middle,0,https://openalex.org/I240666556,Imam Mohammad ibn Saud Islamic University,SA
https://openalex.org/W4417266831,https://openalex.org/A5079393315,Ihab Omar,https://orcid.org/0000-0002-8730-2110,middle,0,https://openalex.org/I4392021143,University of Warith Al-Anbiyaa,
https://openalex.org/W4417266831,https://openalex.org/A5107939081,As’ad Alizadeh,,middle,0,https://openalex.org/I1294182474,Cihan University-Erbil,IQ
https://openalex.org/W4417266831,https://openalex.org/A5087651885,Shaymaa Abed Hussein,,middle,0,,,
https://openalex.org/W4417266831,https://openalex.org/A5019670010,Walid Aich,https://orcid.org/0000-0002-3373-2481,middle,0,https://openalex.org/I4210088963,University of Ha'il,SA
https://openalex.org/W4417266831,https://openalex.org/A5002251796,Rashid Khan,https://orcid.org/0000-0001-7433-5450,middle,0,https://openalex.org/I240666556,Imam Mohammad ibn Saud Islamic University,SA
https://openalex.org/W4417266831,https://openalex.org/A5036338192,M. Faraji,,last,1,https://openalex.org/I1306291479,Islamic Azad University Roudehen Branch,IR
https://openalex.org/W4417267836,https://openalex.org/A5081118188,G. Divya Deepak,https://orcid.org/0000-0002-8146-3968,first,0,,,
https://openalex.org/W4417267836,https://openalex.org/A5007633050,Subraya Krishna Bhat,https://orcid.org/0000-0003-1798-3480,last,0,,,
https://openalex.org/W4417272306,https://openalex.org/A5031627857,Mdi Begum Jeelani,https://orcid.org/0000-0002-8812-2859,first,0,https://openalex.org/I240666556,Imam Mohammad ibn Saud Islamic University,SA
https://openalex.org/W4417272306,https://openalex.org/A5056160727,Ghaliah Alhamzi,https://orcid.org/0000-0002-9146-7145,last,0,https://openalex.org/I240666556,Imam Mohammad ibn Saud Islamic University,SA
https://openalex.org/W4417275140,https://openalex.org/A5012171560,Jilei Liu,https://orcid.org/0000-0001-9159-6812,first,0,https://openalex.org/I76569877,Southeast University,CN
https://openalex.org/W4417275140,https://openalex.org/A5066232571,Zhiyin Xu,https://orcid.org/0000-0003-2433-0656,middle,0,https://openalex.org/I76569877,Southeast University,CN
https://openalex.org/W4417275140,https://openalex.org/A5051358326,Jinyu Lu,,middle,0,https://openalex.org/I76569877,Southeast University,CN
https://openalex.org/W4417275140,https://openalex.org/A5114240852,Jiangjun Hou,https://orcid.org/0000-0003-1813-4819,middle,0,https://openalex.org/I76569877,Southeast University,CN
https://openalex.org/W4417275140,https://openalex.org/A5101804924,Xun Gu,https://orcid.org/0009-0005-3026-4191,middle,0,https://openalex.org/I76569877,Southeast University,CN
https://openalex.org/W4417275140,https://openalex.org/A5101422228,Jia‐Rong Wu,https://orcid.org/0000-0002-8367-4646,last,0,https://openalex.org/I76569877,Southeast University,CN
https://openalex.org/W4417277535,https://openalex.org/A5018813615,Fengguo Liu,https://orcid.org/0000-0002-4191-2298,first,0,,,
https://openalex.org/W4417277535,https://openalex.org/A5079831580,Shiyang Wang,https://orcid.org/0000-0003-2442-2788,middle,0,,,
https://openalex.org/W4417277535,https://openalex.org/A5042889855,Dongfang Zhao,https://orcid.org/0000-0003-1017-3485,middle,0,,,
https://openalex.org/W4417277535,https://openalex.org/A5100747208,Chenglong Liu,https://orcid.org/0000-0002-8421-7017,middle,0,,,
https://openalex.org/W4417277535,https://openalex.org/A5101566419,Xinjie Li,https://orcid.org/0000-0002-8136-2411,middle,0,,,
https://openalex.org/W4417277535,https://openalex.org/A5113647403,Yutao Zhao,,last,0,,,
https://openalex.org/W4417278770,https://openalex.org/A5055114609,C. K. Arvinda Pandian,https://orcid.org/0000-0002-0039-6389,first,0,https://openalex.org/I94948490,B.S. Abdur Rahman Crescent Institute of Science & Technology,IN
https://openalex.org/W4417278770,https://openalex.org/A5017071271,Thirumurugan Muthiah,https://orcid.org/0000-0003-1507-5964,middle,1,https://openalex.org/I94948490,B.S. Abdur Rahman Crescent Institute of Science & Technology,IN
https://openalex.org/W4417278770,https://openalex.org/A5024862480,Revathi Purushothaman,https://orcid.org/0000-0003-1075-0561,middle,1,https://openalex.org/I94948490,B.S. Abdur Rahman Crescent Institute of Science & Technology,IN
https://openalex.org/W4417278770,https://openalex.org/A5084202966,S. Jeyanthi,,last,0,https://openalex.org/I876193797,Vellore Institute of Technology University,IN
https://openalex.org/W4417279310,https://openalex.org/A5117758951,Marouan Ben El Haj,,first,0,,,
https://openalex.org/W4417279310,https://openalex.org/A5089944098,Said Ziani,https://orcid.org/0000-0001-9586-4511,last,0,,,
https://openalex.org/W4417290274,https://openalex.org/A5011088568,Ahmed Moumena,https://orcid.org/0000-0001-5385-3793,first,1,https://openalex.org/I4210164694,Hassiba Benbouali University of Chlef,DZ
https://openalex.org/W4417302039,https://openalex.org/A5120793724,Ρένος-Παναγιώτης Ρώτας,,first,1,,,
https://openalex.org/W4417304738,https://openalex.org/A5059830368,Manthan Shah,,first,0,https://openalex.org/I141945490,University of British Columbia,CA
https://openalex.org/W4417304738,https://openalex.org/A5080009424,Dylan Goode,,middle,0,https://openalex.org/I141945490,University of British Columbia,CA
https://openalex.org/W4417304738,https://openalex.org/A5028971814,Hadi Mohammadi,https://orcid.org/0000-0003-2089-9167,last,0,https://openalex.org/I141945490,University of British Columbia,CA
https://openalex.org/W7110789638,,"Portner, Fabian",,first,1,,,
https://openalex.org/W7110789638,,"Asadi, Arash",,middle,0,,,
https://openalex.org/W7110789638,,"Gringoli, Francesco",,middle,0,,,
https://openalex.org/W7110789638,,"Hollick, Matthias",,last,0,,,
https://openalex.org/W7114892091,,Hongchao Zhuang,,first,1,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114892091,,Shiyun Wang,,middle,0,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114892091,,Ning Wang,,middle,0,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114892091,,Weihua Li,,middle,0,https://openalex.org/I204983213,Harbin Institute of Technology,CN
https://openalex.org/W7114892091,,Baoshan Zhao,,middle,0,,,
https://openalex.org/W7114892091,,Bo Li,,middle,0,,,
https://openalex.org/W7114892091,,Lei Dong,,middle,0,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114892091,,Hongchao Zhuang,,middle,0,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114892091,,Shiyun Wang,,middle,0,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114892091,,Ning Wang,,middle,0,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114892091,,Weihua Li,,middle,0,https://openalex.org/I204983213,Harbin Institute of Technology,CN
https://openalex.org/W7114892091,,Baoshan Zhao,,middle,0,,,
https://openalex.org/W7114892091,,Bo Li,,middle,0,,,
https://openalex.org/W7114892091,,Lei Dong,,last,0,https://openalex.org/I133270356,Tianjin University of Technology and Education,CN
https://openalex.org/W7114897921,,Futo Noda,,first,1,https://openalex.org/I114531698,Tokyo Institute of Technology,JP
https://openalex.org/W7114897921,,Gia Khanh Tran,,last,0,https://openalex.org/I114531698,Tokyo Institute of Technology,JP
https://openalex.org/W7114915051,,Chris Schöberlein,,first,1,https://openalex.org/I2610724,Chemnitz University of Technology,DE
https://openalex.org/W7114915051,,Daniel Klíč,,middle,1,https://openalex.org/I60587646,Brno University of Technology,CZ
https://openalex.org/W7114915051,,Michal Holub,,middle,0,https://openalex.org/I60587646,Brno University of Technology,CZ
https://openalex.org/W7114915051,,Holger Schlegel,,middle,0,https://openalex.org/I2610724,Chemnitz University of Technology,DE
https://openalex.org/W7114915051,,Martin Dix,,middle,0,https://openalex.org/I4210124503,Fraunhofer Institute for Machine Tools and Forming Technology,DE
https://openalex.org/W7114915051,,Chris Schöberlein,,middle,0,https://openalex.org/I2610724,Chemnitz University of Technology,DE
https://openalex.org/W7114915051,,Daniel Klíč,,middle,0,https://openalex.org/I60587646,Brno University of Technology,CZ
https://openalex.org/W7114915051,,Michal Holub,,middle,0,https://openalex.org/I60587646,Brno University of Technology,CZ
https://openalex.org/W7114915051,,Holger Schlegel,,middle,0,https://openalex.org/I2610724,Chemnitz University of Technology,DE
https://openalex.org/W7114915051,,Martin Dix,,last,0,https://openalex.org/I2610724,Chemnitz University of Technology,DE
https://openalex.org/W7114922824,,Vinay Kumar Ramesh Babu,,first,1,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W7114922824,,Arigela Satya Veerendra,,middle,0,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W7114922824,,Srinivas Gandla,,middle,0,https://openalex.org/I164861460,Manipal Academy of Higher Education,IN
https://openalex.org/W7114922824,,Yarrigarahalli Reddy Manjunatha,,last,0,https://openalex.org/I65674248,Visvesvaraya Technological University,IN
https://openalex.org/W7114931530,,Andrian Uihlein,,first,1,https://openalex.org/I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,DE
https://openalex.org/W7114931530,,Ole Sigmund,,middle,0,https://openalex.org/I96673099,Technical University of Denmark,DK
https://openalex.org/W7114931530,,Michael Stingl,,last,0,https://openalex.org/I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,DE
https://openalex.org/W7114986728,,"Gunawardena, Kanchane",,first,1,https://openalex.org/I241749,University of Cambridge,GB
https://openalex.org/W7114994302,,"Sharma, Krishan K.",,first,1,https://openalex.org/I135458274,Citigroup,US
https://openalex.org/W7114995170,,"Arolaakso, Mikko",,first,1,https://openalex.org/I175532246,University of Eastern Finland,FI
https://openalex.org/W7114995170,,"Pitkänen, Henna",,middle,0,https://openalex.org/I4210092991,Kuopio University Hospital,FI
https://openalex.org/W7114995170,,"Pitkänen, Minna",,middle,0,https://openalex.org/I4210092991,Kuopio University Hospital,FI
https://openalex.org/W7114995170,,"Rusanen, Matias",,middle,0,https://openalex.org/I4210107997,Finland University,FI
https://openalex.org/W7114995170,,"Korkalainen, Henri",,middle,0,https://openalex.org/I4210092991,Kuopio University Hospital,FI
https://openalex.org/W7114995170,,"Karhu, Tuomas",,middle,0,https://openalex.org/I4210107997,Finland University,FI
https://openalex.org/W7114995170,,"Häkkinen, Saila",,middle,0,https://openalex.org/I4210107997,Finland University,FI
https://openalex.org/W7114995170,,"Hiltunen, Mika",,middle,0,https://openalex.org/I175532246,University of Eastern Finland,FI
https://openalex.org/W7114995170,,"Kainulainen, Samu",,last,0,https://openalex.org/I4210107997,Finland University,FI
https://openalex.org/W7115005708,,"Nosrati, Mehrdad",,first,1,,,
https://openalex.org/W7115014174,,"Gunawardena, Kanchane",,first,1,https://openalex.org/I241749,University of Cambridge,GB
https://openalex.org/W7115015745,,"Gunawardena, Kanchane",,first,1,https://openalex.org/I241749,University of Cambridge,GB
https://openalex.org/W7115018028,,"Nosrati, Mehrdad",,first,1,,,
https://openalex.org/W7115020835,,"Gunawardena, Kanchane",,first,1,https://openalex.org/I241749,University of Cambridge,GB
https://openalex.org/W7115020882,,"Sharma, Krishan K.",,first,1,https://openalex.org/I135458274,Citigroup,US
https://openalex.org/W7115021236,,"Portner, Fabian",,first,1,,,
https://openalex.org/W7115021236,,"Asadi, Arash",,middle,0,,,
https://openalex.org/W7115021236,,"Gringoli, Francesco",,middle,0,,,
https://openalex.org/W7115021236,,"Hollick, Matthias",,last,0,,,
https://openalex.org/W7115170761,,Riza Aryanti,,first,1,,,
https://openalex.org/W7115170761,,Rendy Thamrin,,middle,0,,,
